num,score
124,0.616216216
154,0.355769231
308,0.366442953
365,0.527350427
376,0.744915254
406,0.391525424
488,0.725827815
530,0.381547619
541,0.60952381
598,0.442168675
684,0.734391534
738,0.77540107
756,0.498387097
759,0.758115183
788,0.375268817
845,0.78195122
890,0.336585366
991,0.551980198
1121,0.411557789
1178,0.393121693
1302,0.498963731
1305,0.570212766
1316,0.344973545
1326,0.605670103
1406,0.466834171
1421,0.427918782
1422,0.60049505
1445,0.616666667
1509,0.736458333
1525,0.4578125
1609,0.644329897
1632,0.559375
1695,0.392647059
1702,0.467475728
1753,0.592
1793,0.522167488
1837,0.344843049
1871,0.426027397
1896,0.395022624
1911,0.509459459
1912,0.814027149
2013,0.684489796
2027,0.373305085
2113,0.298790323
2155,0.716129032
2195,0.4995671
2244,0.531004367
2260,0.530263158
2442,0.460550459
2449,0.217030568
2548,0.501851852
2768,0.447727273
2889,0.478205128
2984,0.528448276
2989,0.329496403
3034,0.432631579
3116,0.420567376
3173,0.374534161
3237,0.644817073
3320,0.374382716
3357,0.482674772
3389,0.382352941
3606,0.351171875
3644,0.42627451
3660,0.400378788
3728,0.312109375
3910,0.343265306
3937,0.431404959
4167,0.488389513
4285,0.40511811
4449,0.59486166
4745,0.703759398
4757,0.52518797
4795,0.644528302
4883,0.474501992
4967,0.723412698
5013,0.489112903
5018,0.45186722
5038,0.485462555
5352,0.433333333
5474,0.494074074
5501,0.518656716
5622,0.647222222
5706,0.647318612
5789,0.728358209
5814,0.570807453
5967,0.616451613
6095,0.3910299
6258,0.511073826
6260,0.34548495
6273,0.447811448
6296,0.548504983
6416,0.382269504
6493,0.598550725
6526,0.516370107
6618,0.337956204
6678,0.528782288
6773,0.642335766
6820,0.623741007
6833,0.357720588
6851,0.362977099
7026,0.362337662
7041,0.383441558
7126,0.392105263
7351,0.548679245
7356,0.340754717
7473,0.39484127
7503,0.507067138
7547,0.383695652
7562,0.743402778
7589,0.5625
7593,0.746801347
7606,0.623232323
7704,0.412142857
7777,0.52260274
7788,0.518881119
7804,0.656164384
7838,0.447292419
7929,0.316245487
7964,0.484074074
7967,0.701465201
7977,0.353479853
8168,0.622868217
8170,0.553409091
8204,0.392222222
8211,0.384132841
8241,0.242585551
8520,0.718613139
8524,0.368913858
8709,0.23024911
8715,0.72037037
8757,0.521245421
8848,0.384926471
9046,0.368
9095,0.562055336
9154,0.75
9171,0.47992126
9399,0.471825397
9450,0.664130435
9454,0.35787234
9568,0.502173913
9576,0.294514768
9582,0.690322581
9855,0.357978723
9867,0.620689655
9945,0.381666667
9950,0.488764045
9975,0.624864865
