num,score
53,0.710465116
71,0.804494382
87,0.323076923
101,0.341509434
106,0.86
132,0.711818182
150,0.851744186
162,0.809876543
177,0.372972973
190,0.565068493
195,0.611258278
201,0.341496599
205,0.392715232
211,0.352201258
217,0.437341772
223,0.473856209
225,0.713207547
227,0.291082803
230,0.692814371
245,0.522289157
259,0.385443038
262,0.536538462
263,0.343225806
268,0.307741935
269,0.307142857
274,0.395394737
283,0.703921569
295,0.385616438
297,0.518181818
303,0.370629371
314,0.345378151
317,0.391596639
325,0.628688525
340,0.478813559
342,0.561016949
346,0.482905983
355,0.356410256
361,0.308403361
364,0.354237288
368,0.437931034
370,0.364655172
374,0.324137931
385,0.657024793
398,0.397478992
404,0.578813559
407,0.538333333
408,0.356302521
412,0.386554622
413,0.378151261
414,0.361344538
417,0.390066225
444,0.484210526
449,0.705921053
460,0.418243243
470,0.470833333
496,0.375167785
503,0.531972789
507,0.314864865
513,0.363690476
521,0.764071856
528,0.330722892
535,0.65147929
540,0.638690476
554,0.476047904
555,0.655357143
557,0.580357143
563,0.65
575,0.365853659
594,0.305988024
602,0.304790419
603,0.563803681
608,0.471686747
612,0.586585366
616,0.240606061
624,0.372619048
639,0.616489362
645,0.382539683
669,0.444270833
690,0.343617021
704,0.618085106
715,0.59
716,0.438829787
718,0.576595745
722,0.57393617
735,0.381621622
743,0.439344262
763,0.517368421
767,0.549197861
775,0.362105263
781,0.546276596
785,0.502659574
796,0.365591398
803,0.365346535
806,0.4475
815,0.608040201
827,0.667487685
840,0.599497487
841,0.741414141
843,0.727363184
844,0.667821782
851,0.565151515
862,0.739613527
869,0.374358974
877,0.262189055
883,0.334328358
884,0.313366337
887,0.291747573
889,0.389552239
893,0.41804878
921,0.283417085
922,0.375242718
931,0.380882353
936,0.531343284
943,0.26010101
946,0.803940887
951,0.508585859
953,0.497014925
959,0.352
996,0.6075
1006,0.63880597
1023,0.427777778
1024,0.570854271
1033,0.476097561
1034,0.49800995
1035,0.321782178
1037,0.317
1054,0.608866995
1057,0.382
1105,0.240909091
1108,0.630392157
1109,0.577073171
1127,0.347
1144,0.41010101
1164,0.747058824
1195,0.355851064
1203,0.393264249
1219,0.469312169
1253,0.352061856
1254,0.513089005
1256,0.499492386
1272,0.324870466
1279,0.359296482
1285,0.375
1287,0.450793651
1288,0.386597938
1289,0.368947368
1310,0.352659574
1354,0.3671875
1356,0.351075269
1361,0.375121951
1394,0.656521739
1408,0.388516746
1409,0.388780488
1419,0.488059701
1426,0.265346535
1434,0.394527363
1456,0.381773399
1463,0.709359606
1466,0.665
1491,0.577560976
1493,0.755665025
1504,0.387165775
1510,0.369518717
1512,0.218134715
1517,0.381675393
1518,0.370466321
1534,0.3
1544,0.334715026
1545,0.586153846
1553,0.390721649
1554,0.367179487
1561,0.355958549
1569,0.494736842
1570,0.377659574
1584,0.304712042
1614,0.379396985
1620,0.444210526
1621,0.746
1630,0.354404145
1639,0.473015873
1644,0.362433862
1645,0.637305699
1653,0.354787234
1657,0.387958115
1659,0.390810811
1665,0.414070352
1677,0.775369458
1681,0.350243902
1687,0.422277228
1740,0.723188406
1741,0.555392157
1743,0.703517588
1744,0.734975369
1747,0.472058824
1767,0.399502488
1783,0.623786408
1789,0.371782178
1795,0.327317073
1810,0.360679612
1826,0.365137615
1827,0.344642857
1830,0.365137615
1842,0.502752294
1848,0.517431193
1855,0.731506849
1890,0.491111111
1891,0.633944954
1895,0.375225225
1898,0.552727273
1906,0.30733945
1907,0.448623853
1908,0.381944444
1922,0.621100917
1930,0.730275229
1932,0.421198157
1941,0.385321101
1947,0.708294931
1990,0.631020408
2030,0.381481481
2044,0.653586498
2062,0.444351464
2075,0.485355649
2077,0.621702128
2079,0.461632653
2114,0.61826087
2129,0.639112903
2134,0.609836066
2142,0.380246914
2164,0.363404255
2166,0.626890756
2177,0.642672414
2181,0.393697479
2182,0.71300813
2187,0.459051724
2204,0.373170732
2206,0.792016807
2217,0.374261603
2225,0.61991342
2231,0.403862661
2234,0.452995392
2241,0.359728507
2246,0.621645022
2268,0.463203463
2276,0.723305085
2282,0.521304348
2285,0.453846154
2304,0.349557522
2310,0.65173913
2315,0.586697248
2322,0.43231441
2325,0.348927039
2329,0.711158798
2332,0.632743363
2337,0.392857143
2340,0.577586207
2346,0.383181818
